,Company,Location,Salary,Search City,Summary,Title
1364,        Reed Elsevier,"Alpharetta, GA",,Atlanta,3-5+ years demonstrated applied modeling and analytics experience in applicable industry. Strong understanding of statistical methods applied to data analysis....,Statistical Modeler
1365,    Loginsoft Consulting LLC,"Atlanta, GA",,Atlanta,At least 2 years or more work experience in applying advanced statistical and machine learning algorithms to business problems....,Data Scientist
1366,        McKesson,"Alpharetta, GA 30005",,Atlanta,"The person will work with Senior Data Scientists, Engineers, and our IT Platform team to develop insights and analytics models to help our business partners...",Data Scientist
1367,"        Anthem, Inc.","Atlanta, GA",,Atlanta,"At Anthem, Inc., it’s a powerful combination, and the foundation upon which we’re creating greater care for our members, greater value for our customers, and...",Enterprise Architect/Analytics Platform
1368,        State Farm Mutual Automobile Insurance Company,"Atlanta, GA",,Atlanta,"Academic background in quantitative disciplines and methodologies such as applied and computational statistics, text and data mining, artificial intelligence,...",Research Statistician
1369,        Deloitte,"Atlanta, GA",,Atlanta,"Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources or mash ups of new and existing data...",Advanced Analytics Enablement Big Data Senior Consultant
1370,        GE Power,"Atlanta, GA",,Atlanta,"Architects, Data Scientists, Businesses and Product Managers. Deploy Data Governance model including people, process and technology to sustain Data Quality for...",Staff Analytics Engineer – Installed Base
1371,        Honeywell,"Atlanta, GA",,Atlanta,"Support and mentor data scientists. Master’s degree in computer science, applied mathematics, statistics, software engineering, physics, or related discipline...","Principal Data Scientist - Atlanta, GA"
1372,"    Aptonet, inc","Atlanta, GA",,Atlanta,As a data engineer you’ll use your sense of urgency and fast prototyping skills to create data platforms that enable the work of data scientists and analysts...,Big Data Software Engineer
1373,        GEORGIA-PACIFIC,"Atlanta, GA",,Atlanta,"Subject matter expertise in data architecture, data mining, large-scale scientific modeling, analysis and support....",OPERATIONS EXCELLENCE DATA SCIENTIST - PROCESS ANALYTICS
1374,        GHX,"Atlanta, GA",,Atlanta,"Highly proficient in R, S+, SQL and other data and statistical tools/environments. Analyze data set to determine volumes required to project national level...",US Contractor - Data Scientist
1375,        Cotiviti,"Atlanta, GA",,Atlanta,This is a pioneering data scientist who will participate in expanding the new analytics backbone. Cotiviti is looking for an industry leading Data Scientist to...,Data Scientist
1376,        Centers for Disease Control and Prevention,"Atlanta, GA","$104,349 - $135,656 a year",Atlanta,"Whether we are protecting the American people from public health threats, researching emerging diseases, or mobilizing public health programs with our domestic...",Behavioral Scientist
1377,        KPMG,"Atlanta, GA 30338",,Atlanta,"Machine learning, data visualization, statistical modeling, data mining, or information retrieval. Five years of professional experience working as a Data...",Sr Associate - Data Scientist
1378,        Equifax,"Atlanta, GA 30309 (Midtown area)",,Atlanta,"Manipulate large data sets, integrate diverse data sources, data types and data structures and deliver insights into new and existing solutions....",Statistical Consultant
1379,"    Aptonet, inc","Atlanta, GA",,Atlanta,Data Analytics or Machine Learning nanodegree; We need people who have the capacity to identify problem spaces where Machine Learning has never been applied...,Data Scientist BIG DATA
1380,        Scientific Research Corporation,"Atlanta, GA 30339",,Atlanta,"Reviews and provides expert input into critical T&E and intelligence documents including Initial Capabilities Documents, Capabilities Development Documents,...",Land Expeditionary Warfare Analyst
1381,        Honeywell,"Atlanta, GA",,Atlanta,"You will be responsible for working closely with data scientists to implement and integrate analytics solutions into operational platforms, including Hadoop and...",Analytics DevOps Engineer
1382,    NIIT USA,"Atlanta, GA 30338",,Atlanta,"Expertise in operations research, applied statistics, data mining, machine learning, physics or a related quantitative discipline....",Data Scientist
1383,        NIIT Technologies,"Atlanta, GA",,Atlanta,"Expertise in operations research, applied statistics, data mining, machine learning, physics or a related quantitative discipline....",Data Scientist
1384,        Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)",,Atlanta,"Develop 2D/3D data visualization user interfaces. Experience in processing point clouds, inertial navigation system data, and hyperspectral data....",Electro-optical Engineer/Scientist (Research Engineer/Scient...
1385,        Northside Hospital,"Atlanta, GA",,Atlanta,"As a 537-bed, not-for-profit, full-service community hospital, we are committed to balancing clinical excellence with compassionate care and are dedicated to...",10915 VENDOR RESEARCH ANALYST
1386,    SearchBankingJobs,"Atlanta, GA","$150,000 - $205,000 a year",Atlanta,"Lead the review and care of relevant model and model validation documentation, complete in depth analysis on large data sets, and formulate analysis and reports...",Lead Quantitative Analyst
1387,        NCR,"Duluth, GA 30096",,Atlanta,Clearly communicate the business and technical benefits of analytics and visualization to both business and technical audiences....,Data Scientist-1
1388,        Cox Communications,"Atlanta, GA",,Atlanta,"Ability to identify trends, analyze data, and extract actionable insights. Experience with multi-channel analytics (e.g., offline plus online, integration of...","Manager, Data Analysis"
1389,        InterContinental Hotels Group,"Atlanta, GA",,Atlanta,"Project plans that outline project milestones regarding reporting projects. Conveniences, including and on-site dry cleaner, private health club, wellness....",Analyst Operations Research
1390,        AT&T,"Alpharetta, GA",,Atlanta,Data Analytics or Machine Learning nanodegree; We need people who have the capacity to identify problem spaces where Machine Learning has never been applied...,Principal Data Scientist BIG DATA
1391,        State Farm Mutual Automobile Insurance Company,"Dunwoody, GA",,Atlanta,Competitive starting salary. Reviews data in innovative ways to further the pricing and risk selection objectives of the enterprise....,Actuarial Statistician
1392,        JLL,"Atlanta, GA 30326 (Buckhead area)",,Atlanta,"Proactively deliver information and insights on market and economic activity, conditions, trends, and forecasts....",Research Analyst - Office
1393,    SimplePart,"Atlanta, GA 30303 (Five Points area)",,Atlanta,You will be responsible for a team of analysts and data scientists tasked with creating and managing digital parts strategy for the world’s top automakers as...,Director of Business Analytics
1394,        Home Depot,"Atlanta, GA 30354 (Lakewood Heights-Southeastern area)",,Atlanta,"Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. And SQL skills (Writing complex queries to pull large...",Data Scientist Ops Research
1395,        NCR,"Duluth, GA 30096",,Atlanta,Clearly communicate the business and technical benefits of analytics and visualization to both business and technical audiences....,Sr Data Scientist
1396,        Turner,"Atlanta, GA 30319",,Atlanta,"This key analytics role will be responsible fusing consumer analytics, statistical modeling, machine learning, behavioral segmentation, clustering analysis and...",Sr. Data Scientist
1397,    Bluefusioninc,"Atlanta, GA",,Atlanta,"Experience in formulating and implementing optimization and data analytics models.  Familiarity with commercial optimization solver and data mining packages, e...",Operations Research Analyst
1398,        Honeywell,"Atlanta, GA",,Atlanta,"Master’s degree in Computer Science, Mathematics, Engineering, Physics, or a relevant field AND 2+ years’ data science experience applying data modeling...","Sr Data Scientist - Atlanta, GA"
1399,        UCB,"Atlanta, GA",,Atlanta,"Help design, then lead or manage advanced analytics projects done by advanced analysts or data scientists....",Head of Commercial Data and Analytics
1400,        AT&T,"Alpharetta, GA",,Atlanta,"And with our Big Data know-how, you’ll discover and develop meaningful insights that inspire continuous innovation....",Big Data Technical Intern I
1401,"    eHire, LLC","Atlanta, GA 30326 (Buckhead area)","$150,000 a year",Atlanta,"Strong background in applying statistical machine learning techniques to predictive modeling and experience with Machine Learning libraries (via R, H2O, Python,...",Sr Data Scientist
1402,        SunTrust,"Atlanta, GA",,Atlanta,Statistical Quant Analyst-W430139 Description Develops and analyzes quantitative models. Researches best practices and new technologies. Performs complex,Statistical Quant Analyst
1403,        North Highland,"Atlanta, GA",,Atlanta,"Extensive experience with wide array of analytical approaches (predictive modeling and analytics, explanatory modeling, data mining, etc.)....",Business Intelligence Data Scientist
1404,    PreVisor,"Atlanta, GA",,Atlanta,"Serve as an internal subject matter expert, providing support to team members on solutions, especially related to the development and validation of assessment...",Research Scientist
1405,        Northrop Grumman,"Atlanta, GA",,Atlanta,"The qualified applicant will provide high level expertise in applicable public health disciplines to collect, abstract, query/code, analyze, and interpret...",Data Manager
1406,        Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)",,Atlanta,Our expert scientists and engineers turn ideas into workable solutions and then put those solutions into action....,Applications Engineer and Intelligence Analyst - ACL 1181
1407,"    Aptonet, inc","Atlanta, GA",,Atlanta,Support the development of data science and big data analytics solutions that improve processing and decision making....,Big Data – Data Scientist.
1408,        Home Depot,"Atlanta, GA",,Atlanta,"Data mining, optimization, statistics, machine learning, programming, data modeling, database design, retail domain knowledge, and reporting....",DATA SCIENTIST- Space Optimization
1409,    Target MarkeTeam,"Atlanta, GA",,Atlanta,As well as experience with database analytics and file manipulation using SQL and SAS or JMP. As continual improvement of new/innovative data visualization...,"Data Analyst, Predictive Modeling"
1410,        Honeywell,"Atlanta, GA",,Atlanta,Work closely with data scientists and product managers to understand their data requirements for existing and future projects on data analytics applications....,"Sr Data Engineer - Atlanta, GA"
1411,        Emory University,"Atlanta, GA",,Atlanta,"Prepares and publishes scientific manuscripts under the direction of the Principal Investigator. The initial appointment is for one year, renewal expected if...",Post Doctoral Fellow - Statistical Genetics/Genetic Epidemio...
1412,        GE Power,"Atlanta, GA",,Atlanta,"The Software Project Lead will manage projects for the Power Services Sourcing organization, working directly with stakeholders to determine functional needs...",IT Project Manager – Digital Tools
1413,        AT&T,"Alpharetta, GA",,Atlanta,Data Analytics or Machine Learning nanodegree; We need people who have the capacity to identify problem spaces where Machine Learning has never been applied...,Professional Data Scientist BIG DATA
1414,        Oak Ridge Associated Universities,"Atlanta, GA",,Atlanta,"Currently the Branch is leading the development of statistical approaches and methods to monitor the impact of national recommendations, clinical interventions,...",Biostatistics; Statistician Fellowship -- CDC
1415,        Northrop Grumman,"Atlanta, GA",,Atlanta,"Review project data and assess quality. Organize project files, including data and correspondences. Communicate with grantees and project area staff....",Health Research Analyst 2
1416,"    Aptonet, inc","Atlanta, GA",,Atlanta,"Interacts with data scientists and industry experts to understand how data needs to be converted, loaded and presented....",Software Engineer Big Data
1417,        JLL,"Atlanta, GA 30326 (Buckhead area)",,Atlanta,"Proactively deliver information and insights on market and economic activity, conditions, trends, and forecasts....",Sr Research Analyst (Industrial)
1418,"    Market Strategies International, Inc.","Atlanta, GA",,Atlanta,"Analysts maintain data integrity, use a variety of analytic techniques to understand data and relay the implications of the results to the project team....",Analyst - Market Research
1419,        Labcorp,"Atlanta, GA",,Atlanta,"Our research analysts are trained social scientists with post-graduate degrees, extensive professional experience, and a diverse range of language capabilities....",Consultant/DB/Admin
1420,        Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)",,Atlanta,"GTRI is a group of world-class engineers and scientists, solving challenging problems for our customers through innovation, cutting edge applied research, and a...",Research Scientist
1421,        Capgemini,"Atlanta, GA",,Atlanta,"Supervised and Un-supervised machine learning techniques, graph data based analytics, statistical analysis, time series, geospatial, nlp, sentiment analysis,...",Data Science Consultant
1422,        Home Depot,"Atlanta, GA 30354 (Lakewood Heights-Southeastern area)",,Atlanta,3 years of experience in data mining and statistical analysis. Insights from data to solve business problems....,DATA SCIENTIST
1423,        KPMG,"Atlanta, GA 30338",,Atlanta,"Machine learning, data visualization, statistical modeling, data mining, or information retrieval. Eight years of professional experience working as a Data...",Manager - Data Scientist
1424,    StrategyWise,"Atlanta, GA",,Atlanta,"Technical expertise regarding data models, data mining and segmentation techniques. Proficiency with common data science toolkits including intermediate to...",Data Analyst
1425,        KPMG,"Atlanta, GA 30338",,Atlanta,"Lead the design and development of tools and solutions working with data scientists, data integration teams and visualization experts to deliver analysis that...",Sr. Manager - Data Analytics
1426,        Analytic Recruiting,"Atlanta, GA","$100,000 - $125,000 a year",Atlanta,"Senior Data Scientist and Analytics Lead with strong proficiency with Python, R, and SQL and prior experience with statistical modeling, data mining and machine...",Senior Data Scientist
1427,        CHASE Professionals,"Duluth, GA",,Atlanta,The Data Scientist will be responsible for understanding customer business use cases and be able to translate them to analytical data applications and models...,Data Scientist
1428,"    Pro-Sphere Tek, Inc.","Atlanta, GA",,Atlanta,Ability to communicate effectively with public health scientists and program staff on mathematical and statistical topics....,Bio Statistician
1429,    Businessolver,"Seattle, WA",,Seattle,"PhD in Machine Learning, Data Mining, Statistics, Applied Mathematics, or a related field. Familiar with theory and practice of information retrieval, relevance...",Machine Learning Engineer
1430,        HERE,"Seattle, WA 98101",,Seattle,"The Chief Analytics Officer is expanding his team in Seattle to realize this vision, and we are searching for engineers with expertise in big data platforms,...",Lead Analytics Engineer - Predictive Analytics
1431,    Altius Institute for Biomedical Sciences,"Seattle, WA 98121",,Seattle,"Altius’ computational scientists and engineers are developing new frameworks for visualizing, manipulating, and deriving deep insights from these new data to...",Computational Scientist / Engineer
1432,        Microsoft,"Redmond, WA 98052",,Seattle,"In addition, you'll lead the creation of a cooperative learning trust across the individual studios, in order to define and implement best practices for modern...",Data Scientist
1433,        Amazon Corporate LLC,"Seattle, WA",,Seattle,"Experience with applied time series modeling or machine learning forecasting applications. Collaborate with research scientists, software developers and...",Data Scientist
1434,    Osmosis,"Seattle, WA",,Seattle,"Work with Data Scientists and Product Managers to frame a problem, both mathematically and within the business context Perform exploratory data analysis to gain...",Junior Data Scientist
1435,        KPMG,"Seattle, WA 98104 (First Hill area)",,Seattle,"Machine learning, data visualization, statistical modeling, data mining, or information retrieval. KPMG is currently seeking a Data Scientist to join our...",Data Scientist
1436,        Facebook,"Seattle, WA",,Seattle,Product Operations Forecasting and setting product team goals Designing and evaluating experiments Monitoring key product metrics Understanding root causes of...,"Data Scientist, Analytics"
1437,    Remitly,"Seattle, WA",,Seattle,"As a data scientist, you will provide expertise on statistical and machine learning concepts for the broader group of analysts throughout the company and push...",Data Scientist
1438,"    Maana, Inc.","Bellevue, WA 98004 (Downtown area)",,Seattle,"Throughout the solution development process, the Data Scientist will collaboratively manage all aspects of solution design and execution including working...","Data Scientist, Customer Solutions"
1439,        Pacific Northwest National Laboratory,"Seattle, WA",,Seattle,Data Science & Analytics. Data science at Pacific Northwest National Laboratory performs data\-driven research and discovery facilitated by the tools and...,Data Scientist - Applied Machine Learning
1440,        Brillio,"Redmond, WA",,Seattle,"Understands Machine learning algorithms, Natural language processing and preferably worked on Azure ML, HDIsight. Python or R or SAS....",Data Scientist
1441,        Microsoft,"Redmond, WA 98052",,Seattle,"In addition, you will lead the creation of a cooperative learning trust across the individual studios and teams, in order to define and implement best practices...",Data & Applied Scientist - Xbox
1442,    CellNetix,"Seattle, WA",,Seattle,"Analyze large molecular datasets such as raw microarray data, genomic sequence data, and proteomics data for clinical purposes....",Bioinformatics Specialist
1443,        Amazon Corporate LLC,"Seattle, WA",,Seattle,"Basically, we predict the future by developing and applying cutting-edge machine learning algorithms to detect, predict, and prevent bad outcomes before they...",Sr. Applied Scientist
1444,"    ACI Gift Cards, Inc.","Seattle, WA",,Seattle,"Machine Learning and Data Mining expertise. Defining, building, and leading a team of business intelligence and data scientists....","Head of Analytics and Personalization, Amazon Gift Cards"
1445,    ABAL Technologies Inc,"Redmond, WA 98052",,Seattle,"Experience with statistical packages such as SAS, R, PowerViews and deep experience with advanced Excel functionalityWorking knowledge of leading analytic...",Data Scientist
1446,    Zensa,"Redmond, WA 98052",,Seattle,Responsible for developing a predictive analysis reports from various data sourcesData needs to be transformed and analyzed through various data manipulation...,Data Scientist
1447,        Zillow,"Seattle, WA 98101 (Downtown area)",,Seattle,"Data Scientist, Pricing Analytics. Zillow Group is looking for an exceptional data scientist to join our pricing analytics team, which is responsible for...",Data Scientist- Pricing Analytics
1448,        Cognizant,"Redmond, WA",,Seattle,If you require accessibility assistance applying for open positions in the US please send an email with your request to CareersNorthAmerica@cognizant.com....,Data Scientist
1449,        Lyft Corporate,"Seattle, WA",,Seattle,"Data Scientists also build evaluation methodology for these foundational algorithms, including a high-fidelity simulation environment....",Data Scientist (All Levels) (Seattle)
1450,    Intellipro Group Inc.,"Seattle, WA",,Seattle,"Develop data models/solutions to solve practical problems based on advanced statistical modeling, data mining, and machine learning methods....",Data Scientist
1451,    Allen Institute,"Seattle, WA 98103 (Green Lake - Wallingford area)",,Seattle,They will work under the guidance of a software engineer and scientists working with the microscopes. Post-processed data management....,Python Developer (Microscopy Tools)
1452,        Microsoft,"Redmond, WA 98052",,Seattle,The Natural Language and Experiences (NLX) team is looking for talented applied scientists to help build the next generation of intelligent productivity and...,Data & Applied Scientist II
1453,    krg technology inc,"Redmond, WA",,Seattle,Job Description Language Processing: •experience or knowledge of language technology •experience or knowledge of computational linguistics and annotated,Jr Data Scientist
1454,        BOEING,"Seattle, WA",,Seattle,"Knowledge in data analysis algorithms (data mining, statistics, machine learning, natural language processing, text mining)....",Data Scientist
1455,        Capital One,"Seattle, WA",,Seattle,Creating machine learning models from development through testing and validation to our 30+ million customers in production....,Data Scientist
1456,        Coupang,"Seattle, WA",,Seattle,"Direct experience with text categorization, statistical machine translation, and general textual data mining....",Data Scientist (NLP)
1457,    Big Wednesday Digital,United States,,Seattle,"Data Scientist / Machine Learning Expert. An earned stripes in coding, in data handling, in statistics and in machine learning (3-5 years of Data Science...","Data Scientist / Machine Learning Expert - Bangkok, Thailand"
1458,        Amazon Corporate LLC,United States,,Seattle,"As a member of the Digital Products Machine Learning Data Platform team, you will be responsible for leading the development and launch of core platform...",Software Development Engineer - Alexa Machine Learning- Relo...
1459,    Public Works Careers,"Everett, WA",,Seattle,"SWM desires a well-qualified GIS analyst to support our service areas by providing essential and complex GIS services to a dynamic group of engineers,...",GIS Analyst Senior - Water Resources
1460,"    Internet, Seattle, WA","Seattle, WA",,Seattle,"Work with your team and stakeholders to dive deep to track down root causes of data issues in large, complicated datasets – no matter how deep it takes you....","Director, Data Quality Analysis"
1461,        Luxoft,"Kirkland, WA 98033 (Highlands area)",,Seattle,"Strong Data Mining experience. Python (strong), SciKit Learn, R, Java, SQL, NoSQL DB experience. Able to work in time-critical, potentially stressful situations...",Data Analyst/Data Scientist
1462,        Novo Nordisk,"Seattle, WA 98109 (Westlake area)",,Seattle,Title DATA SCIENTIST. Mine and analyze data to identify insights pertaining to health and disease management....,DATA SCIENTIST Job
1463,"        Swedish Medical Center - Seattle, WA","Seattle, WA 98194 (Downtown area)",,Seattle,"Data capture, data entry, data structure, data analysis, etc\. + Fundamental understanding of scientific method and specialized methods and procedures in area...",Research Scientist - Swedish Neuro Institute Research Labs
1464,        Porch,"Seattle, WA",,Seattle,"Strong grasp of machine learning, data mining and data analytics techniques. Porch’s mission is to ensure every home project gets done right, and every customer...",Senior Data Scientist
1465,        Amazon Corporate LLC,"Seattle, WA",,Seattle,Do you want to join an innovative team of scientists who use machine learning and statistical techniques to help Amazon provide the best customer experience by...,Applied Scientist
1466,        Microsoft,"Redmond, WA 98052",,Seattle,Global Demand Center Data Scientist Are you able to translate high volumes of complex data into actionable insights?...,Senior Data Scientist
1467,        University of Washington,"Seattle, WA",,Seattle,"Lead the qualitative data coding and analysis, as well as data summaries, filing and security protocols (20%)....",RESEARCH SCIENTIST/ENGINEER 3
1468,    쿠팡,"Seattle, WA",,Seattle,"We are looking for a customer-obsessed software developer or data scientist to join our team in Seattle or in Palo Alto, and own the systems integration and...",2017 University Grads - TECH
1469,    HERO.Jobs,"Seattle, WA","$160,000 a year",Seattle,"Build big data, machine learning applications that live in the cloud. Develop machine learning applications built to scale that process huge amounts of data....","Machine Learning Engineer - Big Data, Python, R"
1470,        Amazon Corporate LLC,"Seattle, WA",,Seattle,"Candidates must have a deep understanding of machine learning and statistical modelling. The Digital and Device CS Analytics team is seeking a smart, passionate...",Research Scientist
1471,        General Assembly,"Seattle, WA 98121",,Seattle,"Our Data Science Immersive course is a brand-new, life-changing educational experience where students leave with the skills and mindsets to take on new careers...",Lead Data Science Instructor
1472,    Hitachi Insight Group,"Bellevue, WA",,Seattle,"Are you interested in joining a team that is building the coolest machine data streaming analytics systems, ultimate scale-out big data platforms, the next...","Software Engineer (Big Data, Predictive Systems, Machine Lea..."
1473,"    Internet / Online, Seattle, WA","Seattle, WA",,Seattle,"Experience with machine learning, data mining, and collaborative filtering. You will guide the vision and architecture for Company's Media Marketing platform,...",Director Of Product & Engineering - Media Marketing
1474,        Google,"Seattle, WA",,Seattle,"1 year of relevant work experience (i.e., data scientist role), including deep expertise and experience with statistical data analysis such as linear models,...","Data Scientist / Quantitative Analyst, Engineering"
1475,        Amazon Corporate LLC,"Seattle, WA",,Seattle,"You will work closely with software engineers and other scientists in economics, machine learning and operations research to create innovative solutions within...",Machine Learning Scientist
1476,    OfferUp,"Bellevue, WA 98004 (Downtown area)",,Seattle,Stay informed on the latest machine learning trends including recommender systems and deep learning. Identify and perform deep data mining in specific business...,Data Scientist
1477,        Pacific Northwest National Laboratory,"Seattle, WA",,Seattle,This position is for a Chief Scientist in Machine Learning who will focus a significant portion of their time on providing scientific and technical leadership...,"Chief Scientist, Machine Learning"
1478,        Amazon.com,"Seattle, WA",,Seattle,Analyze and validate data using data and statistical tools to ensure high data quality and reliable insights....,Data Scientist
1479,        Zillow,"Seattle, WA 98101 (Downtown area)",,Seattle,"Design and code highly scalable, machine learning applications processing large volumes of data. 2-7 years software development experience with highly scalable...",Software Engineer - Machine Learning
1480,        Zillow,"Seattle, WA 98101 (Downtown area)",,Seattle,"This person has substantive experience in marketing analytics, strong advanced analytics chops, curiosity that generates questions along with solutions, and a...","Data Scientist, Business Analytics"
1481,    Avanade MY,"Seattle, WA",,Seattle,"HDInsight, Data Lake Analytics, Data Factory, Azure SQL, Machine Learning and SQL Server Analysis Services. Create and manage the data analytics roadmap....",Data Analytics Product Manager- Seattle WA
1482,        SDL,"Seattle, WA 98199 (Magnolia area)",,Seattle,"Familiarity with common data manipulation and scripting tools, especially those used in the data science field (Python, SQL, R, SAS, SPSS, MATLAB, Julia etc…)....",Senior Data Scientist
1483,        University of Washington,"Seattle, WA",,Seattle,"Experience in management, analysis and interpretation of large and complex scientific data sets. The specific projects generating the data change from time to...",RESEARCH SCIENTIST
1484,"    Software, Seattle, WA","Seattle, WA",,Seattle,Company makes fast analytics and visualization products that help people see and understand data of any size or format....,Director Sales Operations
1485,        Amazon,"Seattle, WA 98133",,Seattle,"Bachelor's degree in Engineering or Masters in Math/Statistics/Finance or related discipline Minimum three (3) years of experience data modeling, ETL, data...","Data Engineer, Logistics (7202666)"
1486,        Microsoft,"Bellevue, WA",,Seattle,"Develop and apply deep insights into the Minecraft Console, Mobile and PC businesses, spanning engagement, financials, and community health....",Principal Data Scientist - Minecraft
1487,"        Amazon Fulfillment Services, Inc.","Seattle, WA",,Seattle,"Experience data modeling and transformation of large scale data sources using SQL, Hadoop, Spark, Hive, EMR, or other Big Data technologies....",Business Intelligence Engineer
1488,        University of Washington Medical Center,"Seattle, WA",,Seattle,"Experience in management, analysis and interpretation of large and complex scientific data sets. The specific projects generating the data change from time to...",RESEARCH SCIENTIST
1489,        Microsoft,"Bellevue, WA",,Seattle,"We are looking for experienced data scientists who know how to solve complex big data problems, work with algorithms, analyze big data and can run controlled...",Principal Data Scientist
1490,        Microsoft,"Bellevue, WA",,Seattle,"This work requires using clusters and Machine Learning / Data Mining tools and processes. Strong practical and theoretical knowledge of machine learning,...",Data and Applied Scientist II-Bing
1491,    UMetis,"Bellevue, WA 98004 (Downtown area)",,Seattle,Working closely with data engineers and data scientists to build the Customer’s data science and machine learning algorithms into products....,Big Data Engineer
1492,    Opera Software ASA,"Seattle, WA",,Seattle,"Supervised and unsupervised learning, ensemble learning, regression, regularization, Artificial neural network, deep structured network, restricted and...",Data Scientist
1493,        University of Washington Medical Center,"Seattle, WA","$3,007 - $4,008 a month",Seattle,"UW Medicine’s mission is to improve the health of the public by advancing medical knowledge, providing outstanding primary and specialty care to the people of...",RECORDS CENTER SPECIALIST
1494,        Amazon Corporate LLC,"Seattle, WA",,Seattle,"2+ years of hands-on experience in applied machine learning, and predictive modeling and analysis. As a Machine Learning Scientist, you will work with software...",Machine Learning Scientist - Smart Home
1495,        Microsoft,"Redmond, WA 98052",,Seattle,"You’ll act as an expert the area of machine learning/statistics to serve the growing needs for automated data analysis, hypothesis testing and automated...",Software Engineer
1496,    Coupang(Business),"Seattle, WA",,Seattle,"We are looking for a customer-obsessed software developer or data scientist to join our team in Seattle or in Palo Alto, and own the systems integration and...",2017 University Grads - TECH
1497,        Google,"Seattle, WA",,Seattle,"The Google Cloud training team already develops and delivers Google Cloud Platform product and solution training to thousands of partners, end-users and...","Cloud Instructor (Big Data, Machine Learning), Google Cloud..."
1498,        Epic Games,"Bellevue, WA",,Seattle,Experience creating ETL processes for converting raw data into data useful for analytics. Building a deep understanding of our products and become the de-facto...,Senior Statistical Data Analyst
1499,"        Amazon Fulfillment Services, Inc.","Seattle, WA",,Seattle,Experience applying forecasting and data mining techniques in an industrial setting. Familiarity with SQL and experience with very large-scale data....,Research Scientist
1500,        Nordstrom,"Seattle, WA",,Seattle,Data Scientist – Labor Scheduling. 4+ years hands-on experience implementing large scale data analytics solutions....,Data Scientist â€“ Labor Scheduling
1501,    VitalSource Staffing,"Seattle, WA 98101 (Downtown area)",,Seattle,"Are you a Data Scientist or Machine Learning Engineer looking to make the world a better place? Ph.D or a Master of Science in Electrical Engineering, Computer...",Data Science | Machine Learning Engineer
1502,        Morson International,"Seattle, WA",,Seattle,"Solid theoretical foundations in statistics, data mining and machine learning. In addition you will be tasked with developing new data attributes of users from...",Data Scientist
1503,        Microsoft,"Redmond, WA 98052",,Seattle,Our partners are building amazing applications and we are looking for a Data Scientist with strong analytical and developer skills to join the DX Technical Team...,Principal Data & Application Scientist
1504,        Pacific Northwest National Laboratory,"Seattle, WA",,Seattle,"Do you want to work side by side with world class scientists? Applied statistics, data science, and psychology\....","Tech Student (Senior) - Computing, Math and Data Sciences In..."
1505,    Businessolver,"Seattle, WA",,Seattle,"PhD in Machine Learning, Data Mining, Statistics, Applied Mathematics, or a related field. Familiar with theory and practice of information retrieval, relevance...",Machine Learning Engineer
1506,    LeEco,"Seattle, WA",,Seattle,An ideal candidate will have strong expertise and hands-on experience in both data analytics and data science....,Data Scientist
1507,        Amazon Corporate LLC,"Seattle, WA",,Seattle,2+ years experience applying Data Science. We are looking for an applied scientist to help us invent and deliver the future....,"Applied Machine Learning Scientist, Conversational Recommend..."
1508,        University of Washington Medical Center,"Seattle, WA","$5,168 - $7,393 a month",Seattle,"Trauma, Burn, Neurosciences, AIDS/STD CARER, and mentally- and medically- vulnerable populations.), Seattle Cancer Care Alliance, and many other clinical and...",MEDICAL LABORATORY SCIENTIST LEAD
1509,    Avalara,"Seattle, WA 98118 (Seward Park area)",,Seattle,Love of data and data insights. Great data visualization skills:. Experience working with product teams to derive actionable insights from multiple data sources...,Data Scientist - Product Management
1510,    VitalSource Staffing,"Seattle, WA 98101 (Downtown area)",,Seattle,"Data Scientist background. Our client, a well-known e commerce company, is looking for an experienced Research Engineer with Data Scientist and Big Data...",Data Science Engineer
1511,    Infox Consulting,"Seattle, WA",,Seattle,"Be the analytics voice-at-the-table for marketing budget decisions. 2+ years experience analyzing data, drawing conclusions and making recommendations;...","Data Scientist, Business Analytics"
1512,        Coupang,"Seattle, WA",,Seattle,Coupang - Data Scientist (Fraud Detection) - Seattle. Experience applying machine learning techniques to real-world problems....,Data Scientist (Fraud Detection)
1513,        Amazon Corporate LLC,"Seattle, WA",,Seattle,"This role will also build tools and support structures needed to analyze data, dive deep into data to determine root cause of forecast/buying systems errors &...",Data Scientist-Business Intelligence
1514,        Avanade,"Seattle, WA",,Seattle,"HDInsight, Data Lake Analytics, Data Factory, Azure SQL, Machine Learning and SQL Server Analysis Services. Create and manage the data analytics roadmap....",Data Analytics Product Manager- Seattle WA
1515,        Microsoft,"Redmond, WA 98052",,Seattle,"The team focuses on enterprise level engagement, where advanced data mining and modeling skills are needed to find business insights....",Software Engineer II- Data Science
1516,        Amazon Corporate LLC,"Seattle, WA",,Seattle,"Work closely with service engineers, product managers, other applied scientists, and customers. Applied Scientist, Information Retrieval - Amazon CloudWatch....","Applied Scientist, Information Retrieval - AWS"
